Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status,TotalDelay
AHS,LZBRU,2024-03-14 00:50:00,2024-03-14 00:50:00,A,SCV,SUCEAVA,ROMANIA,3,CANCELED,0.0
QAS,9HVTD,2024-03-14 00:50:00,2024-03-14 00:50:00,A,DWC,DUBAI,UNITED ARAB EMIRATES,3,CANCELED,0.0
QAS,MMBLY,2024-03-14 00:55:00,2024-03-14 00:55:00,A,ATH,ATHENS,GREECE,3,CANCELED,0.0
AHS,TCAHE,2024-03-14 01:00:00,2024-03-14 01:00:00,A,EVN,YEREVAN,ARMENIA,3,CANCELED,0.0
QAS,MSAGI,2024-03-14 01:00:00,2024-03-14 01:00:00,A,LCA,LARNACA,CYPRUS,3,CANCELED,0.0
AHS,TCAHE,2024-03-14 01:00:00,2024-03-14 01:00:00,D,ESB,ANKARA,TURKEY,3,CANCELED,0.0
QAS,9HVCK,2024-03-14 01:00:00,2024-03-14 01:00:00,A,KRK,KRAKOW,POLAND,3,CANCELED,0.0
6H,712,2024-03-14 01:05:00,2024-03-14 01:05:00,A,KIV,CHISINAU,MOLDOVA,3,CANCELED,0.0
6H,666,2024-03-14 01:05:00,2024-03-14 01:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,CANCELED,0.0
QAS,YURDA,2024-03-14 01:05:00,2024-03-14 01:05:00,D,BEG,BELGRADE,SERBIA,3,CANCELED,0.0
QAS,9HVFH,2024-03-14 01:30:00,2024-03-14 01:30:00,A,LCA,LARNACA,CYPRUS,3,CANCELED,0.0
6H,421,2024-03-14 01:30:00,2024-03-14 01:30:00,D,ETM,RAMON,ISRAEL,1,CANCELED,0.0
QAS,9HVFH,2024-03-14 01:30:00,2024-03-14 01:30:00,D,ISL,ISTANBUL,TURKEY,3,CANCELED,0.0
6H,426,2024-03-14 01:30:00,2024-03-14 01:30:00,A,ETM,RAMON,ISRAEL,1,CANCELED,0.0
FZ,1549,2024-03-14 01:30:00,2024-03-14 01:30:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,CANCELED,0.0
6H,441,2024-03-14 02:15:00,2024-03-14 02:15:00,D,ETM,RAMON,ISRAEL,1,CANCELED,0.0
6H,422,2024-03-14 02:15:00,2024-03-14 02:15:00,A,ETM,RAMON,ISRAEL,1,CANCELED,0.0
FZ,1550,2024-03-14 02:15:00,2024-03-14 02:15:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,CANCELED,0.0
6H,998,2024-03-14 02:15:00,2024-03-14 02:15:00,A,SAW,ISTANBUL,TURKEY,3,CANCELED,0.0
IZ,335,2024-03-14 02:15:00,2024-03-14 02:15:00,D,FCO,ROME,ITALY,3,CANCELED,0.0
6H,4XABI,2024-03-14 02:20:00,2024-03-14 02:20:00,D,ESB,ANKARA,TURKEY,3,CANCELED,0.0
QAS,N720L,2024-03-14 02:20:00,2024-03-14 02:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,CANCELED,0.0
LAU,9HDOM,2024-03-14 02:30:00,2024-03-14 02:30:00,D,VLC,VALENCIA,SPAIN,3,CANCELED,0.0
PQ,3403,2024-03-14 02:30:00,2024-03-14 02:30:00,A,KIV,CHISINAU,MOLDOVA,3,CANCELED,0.0
6H,442,2024-03-14 02:40:00,2024-03-14 02:40:00,A,ETM,RAMON,ISRAEL,1,CANCELED,0.0
PQ,3404,2024-03-14 02:45:00,2024-03-14 02:45:00,D,KIV,CHISINAU,MOLDOVA,3,CANCELED,0.0
LY,5057,2024-03-14 02:55:00,2024-03-14 02:55:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,CANCELED,0.0
QAS,9HVCK,2024-03-14 02:55:00,2024-03-14 02:55:00,D,ATH,ATHENS,GREECE,3,CANCELED,0.0
6H,439,2024-03-14 02:55:00,2024-03-14 02:55:00,D,ETM,RAMON,ISRAEL,1,CANCELED,0.0
QAS,9HVTD,2024-03-14 03:00:00,2024-03-14 03:00:00,D,CPH,COPENHAGEN,DENMARK,3,CANCELED,0.0
ICL,0992P,2024-03-14 03:00:00,2024-03-14 03:00:00,A,ETM,RAMON,ISRAEL,1,CANCELED,0.0
6H,440,2024-03-14 03:35:00,2024-03-14 03:35:00,A,ETM,RAMON,ISRAEL,1,CANCELED,0.0
IZ,336,2024-03-14 03:45:00,2024-03-14 03:45:00,A,FCO,ROME,ITALY,3,CANCELED,0.0
LY,5058,2024-03-14 03:45:00,2024-03-14 03:45:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,CANCELED,0.0
QAS,9HVTD,2024-03-14 03:55:00,2024-03-14 03:55:00,D,CMF,CHAMBERY,FRANCE,3,CANCELED,0.0
6H,4XABI,2024-03-14 03:55:00,2024-03-14 03:55:00,A,ISL,ISTANBUL,TURKEY,3,CANCELED,0.0
QAS,XARIN,2024-03-14 03:55:00,2024-03-14 03:55:00,A,VCE,VENICE,ITALY,3,CANCELED,0.0
PC,780,2024-03-14 04:00:00,2024-03-14 04:00:00,D,SAW,ISTANBUL,TURKEY,1,DEPARTED,0.0
TK,811,2024-03-14 04:00:00,2024-03-14 04:00:00,D,IST,ISTANBUL,TURKEY,3,DEPARTED,0.0
LY,2521,2024-03-14 04:25:00,2024-03-14 04:25:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,DEPARTED,0.0
TK,6068,2024-03-14 04:25:00,2024-03-14 04:25:00,A,IST,ISTANBUL,TURKEY,3,LANDED,0.0
6H,663,2024-03-14 04:25:00,2024-03-14 04:25:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED,0.0
AHS,VPCMB,2024-03-14 04:25:00,2024-03-14 04:25:00,D,VNO,VILNIUS,LITHUANIA,3,DEPARTED,0.0
LY,611,2024-03-14 04:35:00,2024-03-14 04:35:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,DEPARTED,0.0
S7,4482,2024-03-14 05:05:00,2024-03-14 05:05:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,DEPARTED,0.0
6H,421,2024-03-14 05:05:00,2024-03-14 05:05:00,D,ETM,RAMON,ISRAEL,1,DEPARTED,0.0
311,MOONL,2024-03-14 05:05:00,2024-03-14 05:05:00,D,BER,BERLIN,GERMANY,3,DEPARTED,0.0
LH,695,2024-03-14 05:05:00,2024-03-14 05:05:00,D,FRA,FRANKFURT,GERMANY,3,DEPARTED,0.0
052,MYSKY,2024-03-14 05:05:00,2024-03-14 05:05:00,D,POZ,POZNAN,POLAND,3,DEPARTED,0.0
OK,5289,2024-03-14 05:15:00,2024-03-14 05:15:00,D,PRG,PRAGUE,CZECH REPUBLIC,1,DEPARTED,0.0
QS,1287,2024-03-14 05:15:00,2024-03-14 05:15:00,D,PRG,PRAGUE,CZECH REPUBLIC,1,DEPARTED,0.0
6H,7767,2024-03-14 05:15:00,2024-03-14 05:15:00,D,PRG,PRAGUE,CZECH REPUBLIC,1,DEPARTED,0.0
LX,257,2024-03-14 05:15:00,2024-03-14 05:15:00,D,ZRH,ZURICH,SWITZERLAND,3,DEPARTED,0.0
LY,8853,2024-03-14 05:20:00,2024-03-14 05:20:00,D,ZRH,ZURICH,SWITZERLAND,3,DEPARTED,0.0
6H,885,2024-03-14 05:20:00,2024-03-14 05:20:00,D,BUS,BATUMI,GEORGIA,3,DEPARTED,0.0
6H,426,2024-03-14 05:20:00,2024-03-14 05:20:00,A,ETM,RAMON,ISRAEL,1,LANDED,0.0
W6,3257,2024-03-14 05:20:00,2024-03-14 05:20:00,A,OTP,BUCHAREST,ROMANIA,3,LANDED,0.0
TK,7708,2024-03-14 05:20:00,2024-03-14 05:20:00,A,SAW,ISTANBUL,TURKEY,3,LANDED,0.0
3U,3779,2024-03-14 05:30:00,2024-03-14 05:30:00,A,CTU,CHENGDU,CHINA,3,LANDED,0.0
IZ,802,2024-03-14 05:30:00,2024-03-14 05:30:00,A,ETM,RAMON,ISRAEL,1,LANDED,0.0
W6,4427,2024-03-14 05:30:00,2024-03-14 05:30:00,A,SOF,SOFIA,BULGARIA,3,LANDED,0.0
AHS,VPCMB,2024-03-14 05:30:00,2024-03-14 05:30:00,D,VNO,VILNIUS,LITHUANIA,3,CANCELED,0.0
TK,784,2024-03-14 05:30:00,2024-03-14 05:30:00,A,IST,ISTANBUL,TURKEY,3,LANDED,0.0
PC,795,2024-03-14 05:35:00,2024-03-14 05:35:00,A,SAW,ISTANBUL,TURKEY,3,LANDED,0.0
U8,0224P,2024-03-14 05:45:00,2024-03-14 05:45:00,A,LCA,LARNACA,CYPRUS,3,LANDED,0.0
AA,8371,2024-03-14 05:45:00,2024-03-14 05:45:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED,0.0
AM,7863,2024-03-14 05:50:00,2024-03-14 05:50:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED,0.0
LY,315,2024-03-14 05:55:00,2024-03-14 05:55:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED,0.0
LY,323,2024-03-14 05:55:00,2024-03-14 05:55:00,D,CDG,PARIS,FRANCE,3,DEPARTED,0.0
U8,103,2024-03-14 05:55:00,2024-03-14 05:55:00,D,LCA,LARNACA,CYPRUS,1,DEPARTED,0.0
IZ,603,2024-03-14 05:55:00,2024-03-14 05:55:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,1,DEPARTED,0.0
6H,561,2024-03-14 05:55:00,2024-03-14 05:55:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
UA,084,2024-03-14 06:10:00,2024-03-14 06:10:00,A,EWR,NEWARK,UNITED STATES,3,LANDED,0.0
AA,8389,2024-03-14 06:10:00,2024-03-14 06:10:00,D,BCN,BARCELONA,SPAIN,3,DEPARTED,0.0
AM,7891,2024-03-14 06:10:00,2024-03-14 06:10:00,D,BCN,BARCELONA,SPAIN,3,DEPARTED,0.0
IB,2392,2024-03-14 06:10:00,2024-03-14 06:10:00,D,BCN,BARCELONA,SPAIN,3,DEPARTED,0.0
LY,393,2024-03-14 06:10:00,2024-03-14 06:10:00,D,BCN,BARCELONA,SPAIN,3,DEPARTED,0.0
FR,2823,2024-03-14 06:10:00,2024-03-14 06:10:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
TK,6069,2024-03-14 06:15:00,2024-03-14 06:15:00,D,IST,ISTANBUL,TURKEY,3,DEPARTED,0.0
W6,2325,2024-03-14 06:15:00,2024-03-14 06:15:00,A,BUD,BUDAPEST,HUNGARY,3,LANDED,0.0
LY,617,2024-03-14 06:15:00,2024-03-14 06:15:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,DEPARTED,0.0
FR,7161,2024-03-14 06:15:00,2024-03-14 06:15:00,A,VIE,VIENNA,AUSTRIA,3,LANDED,0.0
IZ,807,2024-03-14 06:15:00,2024-03-14 06:15:00,D,ETM,RAMON,ISRAEL,1,DEPARTED,0.0
F7,9008,2024-03-14 06:15:00,2024-03-14 06:15:00,D,VKO,MOSCOW,RUSSIAN FEDERATION,3,CANCELED,0.0
TK,7709,2024-03-14 06:15:00,2024-03-14 06:15:00,D,SAW,ISTANBUL,TURKEY,3,DEPARTED,0.0
USF,POKER,2024-03-14 06:15:00,2024-03-14 06:15:00,A,AMM,AMMAN,JORDAN,3,LANDED,0.0
SU,501,2024-03-14 06:15:00,2024-03-14 06:15:00,D,SVO,MOSCOW,RUSSIAN FEDERATION,1,DEPARTED,0.0
JU,8253,2024-03-14 06:30:00,2024-03-14 06:30:00,D,IST,ISTANBUL,TURKEY,3,DEPARTED,0.0
TK,785,2024-03-14 06:30:00,2024-03-14 06:30:00,D,IST,ISTANBUL,TURKEY,3,DEPARTED,0.0
W6,4428,2024-03-14 06:30:00,2024-03-14 06:30:00,D,SOF,SOFIA,BULGARIA,1,DEPARTED,0.0
W6,1559,2024-03-14 06:45:00,2024-03-14 06:45:00,A,WAW,WARSAW,POLAND,3,LANDED,0.0
6H,422,2024-03-14 06:45:00,2024-03-14 06:45:00,A,ETM,RAMON,ISRAEL,1,LANDED,0.0
W6,3258,2024-03-14 06:45:00,2024-03-14 06:45:00,D,OTP,BUCHAREST,ROMANIA,1,DEPARTED,0.0
LAU,N344R,2024-03-14 06:45:00,2024-03-14 06:45:00,A,IAD,WASHINGTON,UNITED STATES,3,LANDED,0.0
AM,7868,2024-03-14 06:50:00,2024-03-14 06:50:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
AR,7852,2024-03-14 06:50:00,2024-03-14 06:50:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
LY,002,2024-03-14 06:50:00,2024-03-14 06:50:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
PC,796,2024-03-14 06:50:00,2024-03-14 06:50:00,D,SAW,ISTANBUL,TURKEY,1,DEPARTED,0.0
HU,458,2024-03-14 06:50:00,2024-03-14 06:50:00,D,CAN,GUANGZHOU,CHINA,3,DEPARTED,0.0
LY,615,2024-03-14 06:50:00,2024-03-14 06:50:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,CANCELED,0.0
QAS,N69JU,2024-03-14 06:55:00,2024-03-14 06:55:00,D,FAB,FARNBOROUGH,UNITED KINGDOM,3,CANCELED,0.0
QAS,YUPDD,2024-03-14 07:00:00,2024-03-14 07:00:00,D,SMV,SAMEDAN,SWITZERLAND,3,CANCELED,0.0
QAS,9HVCL,2024-03-14 07:00:00,2024-03-14 07:00:00,D,KRK,KRAKOW,POLAND,3,CANCELED,0.0
FR,2824,2024-03-14 07:00:00,2024-03-14 07:00:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
6H,441,2024-03-14 07:05:00,2024-03-14 07:05:00,D,ETM,RAMON,ISRAEL,1,DEPARTED,0.0
U8,1824,2024-03-14 07:05:00,2024-03-14 07:05:00,D,MAD,MADRID,SPAIN,1,DEPARTED,0.0
EZS,1525,2024-03-14 07:20:00,2024-03-14 07:20:00,A,GVA,GENEVA,SWITZERLAND,3,LANDED,0.0
FR,8695,2024-03-14 07:20:00,2024-03-14 07:20:00,A,NAP,NAPLES,ITALY,3,LANDED,0.0
702,T7VIP,2024-03-14 07:25:00,2024-03-14 07:25:00,A,TER,LAJES,PORTUGAL,3,LANDED,0.0
FR,7162,2024-03-14 07:30:00,2024-03-14 07:30:00,D,VIE,VIENNA,AUSTRIA,3,DEPARTED,0.0
LAU,N1916,2024-03-14 07:30:00,2024-03-14 07:30:00,A,IAS,IASI,ROMANIA,3,LANDED,0.0
311,T7CPX,2024-03-14 07:50:00,2024-03-14 07:50:00,D,CMF,CHAMBERY,FRANCE,3,DEPARTED,0.0
W6,2326,2024-03-14 08:00:00,2024-03-14 08:00:00,D,BUD,BUDAPEST,HUNGARY,1,DEPARTED,0.0
341,4XCUZ,2024-03-14 08:05:00,2024-03-14 08:05:00,D,RIX,RIGA,LATVIA,3,DEPARTED,0.0
493,4XDAD,2024-03-14 08:05:00,2024-03-14 08:05:00,A,RPN,ROSH PINA,ISRAEL,3,LANDED,0.0
EK,2363,2024-03-14 08:10:00,2024-03-14 08:10:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED,0.0
FZ,1163,2024-03-14 08:20:00,2024-03-14 08:20:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED,0.0
UA,085,2024-03-14 08:20:00,2024-03-14 08:20:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED,0.0
USF,POKER,2024-03-14 08:20:00,2024-03-14 08:20:00,D,AMM,AMMAN,JORDAN,3,DEPARTED,0.0
FR,6754,2024-03-14 08:20:00,2024-03-14 08:20:00,A,BUD,BUDAPEST,HUNGARY,3,LANDED,0.0
LY,615,2024-03-14 08:20:00,2024-03-14 08:20:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,DEPARTED,0.0
GF,972,2024-03-14 08:20:00,2024-03-14 08:20:00,A,BAH,BAHRAIN,BAHRAIN,3,LANDED,0.0
EZS,1191,2024-03-14 08:20:00,2024-03-14 08:20:00,A,BSL,BASEL,SWITZERLAND,3,LANDED,0.0
6H,431,2024-03-14 08:30:00,2024-03-14 08:30:00,D,ETM,RAMON,ISRAEL,1,DEPARTED,0.0
LY,973,2024-03-14 08:35:00,2024-03-14 08:35:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED,0.0
W6,1560,2024-03-14 08:50:00,2024-03-14 08:50:00,D,WAW,WARSAW,POLAND,1,DEPARTED,0.0
9U,347,2024-03-14 08:50:00,2024-03-14 08:50:00,A,KIV,CHISINAU,MOLDOVA,3,CANCELED,0.0
LY,030,2024-03-14 08:50:00,2024-03-14 08:50:00,A,YYZ,TORONTO,CANADA,3,LANDED,0.0
LY,5059,2024-03-14 09:00:00,2024-03-14 09:00:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,CANCELED,0.0
TO,3930,2024-03-14 09:05:00,2024-03-14 09:05:00,A,ORY,PARIS,FRANCE,3,LANDED,0.0
EJU,7933,2024-03-14 09:15:00,2024-03-14 09:15:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED,0.0
EZS,1526,2024-03-14 09:15:00,2024-03-14 09:15:00,D,GVA,GENEVA,SWITZERLAND,3,DEPARTED,0.0
LAU,DAFUN,2024-03-14 09:15:00,2024-03-14 09:15:00,A,LCA,LARNACA,CYPRUS,3,LANDED,0.0
493,4XDAD,2024-03-14 09:15:00,2024-03-14 09:15:00,D,LHA,NEUSTADT,GERMANY,3,DEPARTED,0.0
IZ,808,2024-03-14 09:20:00,2024-03-14 09:20:00,A,ETM,RAMON,ISRAEL,1,LANDED,0.0
3U,3780,2024-03-14 09:20:00,2024-03-14 09:20:00,D,CTU,CHENGDU,CHINA,3,DEPARTED,0.0
EJU,5201,2024-03-14 09:20:00,2024-03-14 09:20:00,A,BER,BERLIN,GERMANY,3,LANDED,0.0
FR,6746,2024-03-14 09:25:00,2024-03-14 09:25:00,A,CRL,BRUSSELS,BELGIUM,3,LANDED,0.0
FR,8696,2024-03-14 09:25:00,2024-03-14 09:25:00,D,NAP,NAPLES,ITALY,3,DEPARTED,0.0
9U,348,2024-03-14 09:30:00,2024-03-14 09:30:00,D,KIV,CHISINAU,MOLDOVA,1,CANCELED,0.0
FR,6755,2024-03-14 09:30:00,2024-03-14 09:30:00,D,BUD,BUDAPEST,HUNGARY,3,DEPARTED,0.0
6H,442,2024-03-14 09:40:00,2024-03-14 09:40:00,A,ETM,RAMON,ISRAEL,1,LANDED,0.0
AHS,4KJJ8,2024-03-14 10:00:00,2024-03-14 10:00:00,A,BAK,BAKU,AZERBAIJAN,3,CANCELED,0.0
AM,7874,2024-03-14 10:20:00,2024-03-14 10:20:00,A,LAX,LOS ANGELES,UNITED STATES,3,LANDED,0.0
LY,006,2024-03-14 10:20:00,2024-03-14 10:20:00,A,LAX,LOS ANGELES,UNITED STATES,3,LANDED,0.0
6H,886,2024-03-14 10:20:00,2024-03-14 10:20:00,A,BUS,BATUMI,GEORGIA,3,LANDED,0.0
EZS,1192,2024-03-14 10:20:00,2024-03-14 10:20:00,D,BSL,BASEL,SWITZERLAND,3,DEPARTED,0.0
EK,2364,2024-03-14 10:20:00,2024-03-14 10:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,1,DEPARTED,0.0
FZ,1164,2024-03-14 10:30:00,2024-03-14 10:30:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,1,DEPARTED,0.0
LY,026,2024-03-14 10:35:00,2024-03-14 10:35:00,A,EWR,NEWARK,UNITED STATES,3,LANDED,0.0
TK,794,2024-03-14 10:40:00,2024-03-14 10:40:00,A,IST,ISTANBUL,TURKEY,3,LANDED,0.0
AM,7871,2024-03-14 10:45:00,2024-03-14 10:45:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
AR,7855,2024-03-14 10:45:00,2024-03-14 10:45:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
LY,007,2024-03-14 11:15:00,2024-03-14 11:15:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
B2,8751,2024-03-14 11:15:00,2024-03-14 11:15:00,A,MSQ,MINSK,BELARUS,3,LANDED,0.0
QAS,MM623,2024-03-14 11:20:00,2024-03-14 11:20:00,D,IRE,PRATICA DI MARE,ITALY,3,DEPARTED,0.0
AR,7876,2024-03-14 11:25:00,2024-03-14 11:25:00,A,FCO,ROME,ITALY,3,LANDED,0.0
LY,386,2024-03-14 11:35:00,2024-03-14 11:35:00,A,FCO,ROME,ITALY,3,LANDED,0.0
LY,613,2024-03-14 11:40:00,2024-03-14 11:40:00,D,DME,MOSCOW,RUSSIAN FEDERATION,3,DEPARTED,0.0
IZ,811,2024-03-14 11:40:00,2024-03-14 11:40:00,D,ETM,RAMON,ISRAEL,1,DEPARTED,0.0
TO,3932,2024-03-14 11:40:00,2024-03-14 11:40:00,A,ORY,PARIS,FRANCE,3,LANDED,0.0
EJU,7934,2024-03-14 11:45:00,2024-03-14 11:45:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED,0.0
6H,432,2024-03-14 11:45:00,2024-03-14 11:45:00,A,ETM,RAMON,ISRAEL,1,LANDED,0.0
AF,962,2024-03-14 11:45:00,2024-03-14 11:45:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
DL,8457,2024-03-14 11:45:00,2024-03-14 11:45:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
KL,2059,2024-03-14 12:00:00,2024-03-14 12:00:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
EJU,5202,2024-03-14 12:00:00,2024-03-14 12:00:00,D,BER,BERLIN,GERMANY,3,DEPARTED,0.0
AHS,4KJJ8,2024-03-14 12:05:00,2024-03-14 12:05:00,D,BAK,BAKU,AZERBAIJAN,3,CANCELED,0.0
FR,7090,2024-03-14 12:05:00,2024-03-14 12:05:00,A,FCO,ROME,ITALY,3,LANDED,0.0
FR,6747,2024-03-14 12:10:00,2024-03-14 12:10:00,D,CRL,BRUSSELS,BELGIUM,3,DEPARTED,0.0
6H,447,2024-03-14 12:15:00,2024-03-14 12:15:00,D,ETM,RAMON,ISRAEL,1,DEPARTED,0.0
BA,165,2024-03-14 12:25:00,2024-03-14 12:25:00,A,LHR,LONDON,UNITED KINGDOM,3,LANDED,0.0
MNB,140,2024-03-14 12:30:00,2024-03-14 12:30:00,A,IST,ISTANBUL,TURKEY,3,LANDED,0.0
TO,3931,2024-03-14 12:35:00,2024-03-14 12:35:00,D,ORY,PARIS,FRANCE,1,DEPARTED,0.0
QAS,N127R,2024-03-14 12:45:00,2024-03-14 12:45:00,A,BHX,BIRMINGHAM,UNITED KINGDOM,3,LANDED,0.0
USF,RCH18,2024-03-14 12:45:00,2024-03-14 12:45:00,A,ADJ,AMMAN,JORDAN,3,CANCELED,0.0
6H,562,2024-03-14 12:50:00,2024-03-14 12:50:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
FX,5071,2024-03-14 12:50:00,2024-03-14 12:50:00,D,CGN,COLOGNE,GERMANY,3,DEPARTED,0.0
QAS,N836B,2024-03-14 12:50:00,2024-03-14 12:50:00,A,FAB,FARNBOROUGH,UNITED KINGDOM,3,LANDED,0.0
LAU,DAFUN,2024-03-14 12:50:00,2024-03-14 12:50:00,D,LBG,PARIS,FRANCE,3,DEPARTED,0.0
PC,783,2024-03-14 12:55:00,2024-03-14 12:55:00,A,SAW,ISTANBUL,TURKEY,3,LANDED,0.0
GF,973,2024-03-14 12:55:00,2024-03-14 12:55:00,D,BAH,BAHRAIN,BAHRAIN,1,DEPARTED,0.0
QAS,DCFIV,2024-03-14 13:00:00,2024-03-14 13:00:00,A,VIE,VIENNA,AUSTRIA,3,LANDED,0.0
LY,2366,2024-03-14 13:00:00,2024-03-14 13:00:00,A,BUD,BUDAPEST,HUNGARY,3,LANDED,0.0
LY,5457,2024-03-14 13:00:00,2024-03-14 13:00:00,D,IAS,IASI,ROMANIA,3,DEPARTED,0.0
AA,052,2024-03-14 13:00:00,2024-03-14 13:00:00,A,MIA,MIAMI,UNITED STATES,3,LANDED,0.0
JU,8266,2024-03-14 13:00:00,2024-03-14 13:00:00,D,IST,ISTANBUL,TURKEY,3,DEPARTED,0.0
TK,795,2024-03-14 13:00:00,2024-03-14 13:00:00,D,IST,ISTANBUL,TURKEY,3,DEPARTED,0.0
LH,686,2024-03-14 13:00:00,2024-03-14 13:00:00,A,FRA,FRANKFURT,GERMANY,3,LANDED,0.0
QY,995,2024-03-14 13:05:00,2024-03-14 13:05:00,D,BRU,BRUSSELS,BELGIUM,3,DEPARTED,0.0
AM,7877,2024-03-14 13:05:00,2024-03-14 13:05:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED,0.0
LY,317,2024-03-14 13:05:00,2024-03-14 13:05:00,D,LHR,LONDON,UNITED KINGDOM,3,DEPARTED,0.0
B2,8752,2024-03-14 13:10:00,2024-03-14 13:10:00,D,MSQ,MINSK,BELARUS,3,DEPARTED,0.0
6H,661,2024-03-14 13:20:00,2024-03-14 13:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,CANCELED,0.0
FR,2005,2024-03-14 13:20:00,2024-03-14 13:20:00,A,BGY,BERGAMO,ITALY,3,LANDED,0.0
LAU,9HSIS,2024-03-14 13:25:00,2024-03-14 13:25:00,A,BSL,BASEL,SWITZERLAND,3,LANDED,0.0
QAS,N108M,2024-03-14 13:35:00,2024-03-14 13:35:00,A,IND,INDIANAPOLIS,UNITED STATES,3,LANDED,0.0
6H,721,2024-03-14 13:35:00,2024-03-14 13:35:00,D,SOF,SOFIA,BULGARIA,3,DEPARTED,0.0
LY,375,2024-03-14 13:40:00,2024-03-14 13:40:00,D,LIS,LISBON,PORTUGAL,3,DEPARTED,0.0
TP,8920,2024-03-14 13:40:00,2024-03-14 13:40:00,D,LIS,LISBON,PORTUGAL,3,DEPARTED,0.0
AA,8386,2024-03-14 13:45:00,2024-03-14 13:45:00,A,MXP,MILAN,ITALY,3,LANDED,0.0
LY,382,2024-03-14 13:45:00,2024-03-14 13:45:00,A,MXP,MILAN,ITALY,3,LANDED,0.0
FR,7091,2024-03-14 13:50:00,2024-03-14 13:50:00,D,FCO,ROME,ITALY,3,DEPARTED,0.0
LY,2522,2024-03-14 13:50:00,2024-03-14 13:50:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,LANDED,0.0
UA,090,2024-03-14 13:50:00,2024-03-14 13:50:00,A,EWR,NEWARK,UNITED STATES,3,LANDED,0.0
6H,045,2024-03-14 13:50:00,2024-03-14 13:50:00,D,ETM,RAMON,ISRAEL,1,DEPARTED,0.0
LH,680,2024-03-14 14:00:00,2024-03-14 14:00:00,A,MUC,MUNICH,GERMANY,3,LANDED,0.0
6H,664,2024-03-14 14:05:00,2024-03-14 14:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED,0.0
IZ,813,2024-03-14 14:05:00,2024-03-14 14:05:00,D,ETM,RAMON,ISRAEL,1,DEPARTED,0.0
IZ,812,2024-03-14 14:20:00,2024-03-14 14:20:00,A,ETM,RAMON,ISRAEL,1,LANDED,0.0
TO,3933,2024-03-14 14:20:00,2024-03-14 14:20:00,D,ORY,PARIS,FRANCE,1,DEPARTED,0.0
PC,784,2024-03-14 14:20:00,2024-03-14 14:20:00,D,SAW,ISTANBUL,TURKEY,1,DEPARTED,0.0
DL,234,2024-03-14 14:20:00,2024-03-14 14:20:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
LY,363,2024-03-14 14:20:00,2024-03-14 14:20:00,D,VIE,VIENNA,AUSTRIA,3,DEPARTED,0.0
AF,963,2024-03-14 14:20:00,2024-03-14 14:20:00,D,CDG,PARIS,FRANCE,3,DEPARTED,0.0
