Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status
B6,6468,2024-03-15 06:45:00,2024-03-15 06:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
DL,7438,2024-03-15 06:45:00,2024-03-15 06:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
LY,18,2024-03-15 06:45:00,2024-03-15 06:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
LY,573,2024-03-15 07:00:00,2024-03-15 07:00:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
6H,561,2024-03-15 07:00:00,2024-03-15 07:00:00,D,ATH,ATHENS,GREECE,3,ON TIME
BZ,702,2024-03-15 07:05:00,2024-03-15 07:05:00,D,ATH,ATHENS,GREECE,3,ON TIME
IZ,161,2024-03-15 07:30:00,2024-03-15 07:30:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
LY,557,2024-03-15 07:30:00,2024-03-15 07:30:00,D,SOF,SOFIA,BULGARIA,3,ON TIME
BZ,252,2024-03-15 08:00:00,2024-03-15 08:00:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
IZ,801,2024-03-15 08:00:00,2024-03-15 08:00:00,D,ETM,RAMON,ISRAEL,3,ON TIME
EK,2369,2024-03-15 08:05:00,2024-03-15 08:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1549,2024-03-15 08:05:00,2024-03-15 08:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
UA,84,2024-03-15 08:20:00,2024-03-15 08:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
WZ,17,2024-03-15 08:55:00,2024-03-15 08:55:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
AM,7885,2024-03-15 09:00:00,2024-03-15 09:00:00,D,CDG,PARIS,FRANCE,3,ON TIME
IZ,211,2024-03-15 09:00:00,2024-03-15 09:00:00,D,ATH,ATHENS,GREECE,3,ON TIME
LY,323,2024-03-15 09:00:00,2024-03-15 09:00:00,D,CDG,PARIS,FRANCE,3,ON TIME
SK,3163,2024-03-15 09:00:00,2024-03-15 09:00:00,D,CDG,PARIS,FRANCE,3,ON TIME
6H,581,2024-03-15 09:05:00,2024-03-15 09:05:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
AA,9261,2024-03-15 09:15:00,2024-03-15 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
AM,7863,2024-03-15 09:15:00,2024-03-15 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
LY,315,2024-03-15 09:15:00,2024-03-15 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
SK,3181,2024-03-15 09:15:00,2024-03-15 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
EK,2370,2024-03-15 09:20:00,2024-03-15 09:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1550,2024-03-15 09:20:00,2024-03-15 09:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
EK,2450,2024-03-15 09:30:00,2024-03-15 09:30:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1081,2024-03-15 09:30:00,2024-03-15 09:30:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
U8,103,2024-03-15 09:30:00,2024-03-15 09:30:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
LY,5131,2024-03-15 09:40:00,2024-03-15 09:40:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
WZ,16,2024-03-15 09:55:00,2024-03-15 09:55:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,ON TIME
W6,2325,2024-03-15 10:05:00,2024-03-15 10:05:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
LY,541,2024-03-15 10:15:00,2024-03-15 10:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
AM,7868,2024-03-15 10:20:00,2024-03-15 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
AR,7852,2024-03-15 10:20:00,2024-03-15 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
B6,6450,2024-03-15 10:20:00,2024-03-15 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
DL,7425,2024-03-15 10:20:00,2024-03-15 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
LY,2,2024-03-15 10:20:00,2024-03-15 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
IZ,802,2024-03-15 10:25:00,2024-03-15 10:25:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
IZ,162,2024-03-15 10:30:00,2024-03-15 10:30:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
UA,85,2024-03-15 10:30:00,2024-03-15 10:30:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
LY,546,2024-03-15 10:35:00,2024-03-15 10:35:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
EK,2451,2024-03-15 10:45:00,2024-03-15 10:45:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1082,2024-03-15 10:45:00,2024-03-15 10:45:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
A4,5025,2024-03-15 10:55:00,2024-03-15 10:55:00,A,AER,SOCHI,RUSSIAN FEDERATION,3,NOT FINAL
W6,2326,2024-03-15 10:55:00,2024-03-15 10:55:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
IZ,511,2024-03-15 11:00:00,2024-03-15 11:00:00,D,AMS,AMSTERDAM,NETHERLANDS,3,ON TIME
HU,743,2024-03-15 11:10:00,2024-03-15 11:10:00,A,SZX,SHENZHEN,CHINA,3,NOT FINAL
LY,387,2024-03-15 11:10:00,2024-03-15 11:10:00,D,MXP,MILAN,ITALY,3,ON TIME
SK,3183,2024-03-15 11:10:00,2024-03-15 11:10:00,D,MXP,MILAN,ITALY,3,ON TIME
EY,593,2024-03-15 11:20:00,2024-03-15 11:20:00,A,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,NOT FINAL
LY,9600,2024-03-15 11:20:00,2024-03-15 11:20:00,A,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,NOT FINAL
IZ,215,2024-03-15 11:30:00,2024-03-15 11:30:00,D,SKG,THESSALONIKI,GREECE,3,ON TIME
IZ,803,2024-03-15 11:30:00,2024-03-15 11:30:00,D,ETM,RAMON,ISRAEL,3,ON TIME
EK,2363,2024-03-15 11:40:00,2024-03-15 11:40:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1211,2024-03-15 11:40:00,2024-03-15 11:40:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
AR,7879,2024-03-15 11:45:00,2024-03-15 11:45:00,D,FCO,ROME,ITALY,3,ON TIME
LY,383,2024-03-15 11:45:00,2024-03-15 11:45:00,D,FCO,ROME,ITALY,3,ON TIME
TP,8900,2024-03-15 11:45:00,2024-03-15 11:45:00,D,FCO,ROME,ITALY,3,ON TIME
6H,886,2024-03-15 11:45:00,2024-03-15 11:45:00,A,BUS,BATUMI,GEORGIA,3,NOT FINAL
A3,926,2024-03-15 12:00:00,2024-03-15 12:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
IZ,414,2024-03-15 12:00:00,2024-03-15 12:00:00,A,BUS,BATUMI,GEORGIA,3,NOT FINAL
JU,7620,2024-03-15 12:00:00,2024-03-15 12:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
A4,5026,2024-03-15 12:05:00,2024-03-15 12:05:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,ON TIME
6H,562,2024-03-15 12:15:00,2024-03-15 12:15:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
6H,582,2024-03-15 12:15:00,2024-03-15 12:15:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
B6,6466,2024-03-15 12:30:00,2024-03-15 12:30:00,A,BOS,BOSTON,UNITED STATES,3,NOT FINAL
DL,7436,2024-03-15 12:30:00,2024-03-15 12:30:00,A,BOS,BOSTON,UNITED STATES,3,NOT FINAL
LY,16,2024-03-15 12:30:00,2024-03-15 12:30:00,A,BOS,BOSTON,UNITED STATES,3,NOT FINAL
HU,744,2024-03-15 12:40:00,2024-03-15 12:40:00,D,SZX,SHENZHEN,CHINA,3,ON TIME
6H,43,2024-03-15 12:45:00,2024-03-15 12:45:00,D,ETM,RAMON,ISRAEL,3,ON TIME
A3,927,2024-03-15 12:50:00,2024-03-15 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
EK,4978,2024-03-15 12:50:00,2024-03-15 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
FB,1514,2024-03-15 12:50:00,2024-03-15 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
JU,7621,2024-03-15 12:50:00,2024-03-15 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
EK,2364,2024-03-15 12:55:00,2024-03-15 12:55:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1212,2024-03-15 12:55:00,2024-03-15 12:55:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
EY,594,2024-03-15 13:00:00,2024-03-15 13:00:00,D,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,ON TIME
IZ,283,2024-03-15 13:00:00,2024-03-15 13:00:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
LY,9601,2024-03-15 13:00:00,2024-03-15 13:00:00,D,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,ON TIME
U8,108,2024-03-15 13:00:00,2024-03-15 13:00:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
EK,2345,2024-03-15 13:05:00,2024-03-15 13:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1125,2024-03-15 13:05:00,2024-03-15 13:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
BZ,701,2024-03-15 13:10:00,2024-03-15 13:10:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
B6,6482,2024-03-15 13:20:00,2024-03-15 13:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
DL,7442,2024-03-15 13:20:00,2024-03-15 13:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
LY,26,2024-03-15 13:20:00,2024-03-15 13:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
LY,5132,2024-03-15 13:30:00,2024-03-15 13:30:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
6H,351,2024-03-15 13:40:00,2024-03-15 13:40:00,D,VRN,VERONA,ITALY,3,ON TIME
IZ,804,2024-03-15 13:45:00,2024-03-15 13:45:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
LY,362,2024-03-15 13:45:00,2024-03-15 13:45:00,A,VIE,VIENNA,AUSTRIA,3,NOT FINAL
LY,5120,2024-03-15 13:45:00,2024-03-15 13:45:00,A,KRK,KRAKOW,POLAND,3,NOT FINAL
LY,552,2024-03-15 13:45:00,2024-03-15 13:45:00,A,SOF,SOFIA,BULGARIA,3,NOT FINAL
AM,7874,2024-03-15 13:50:00,2024-03-15 13:50:00,A,LAX,LOS ANGELES,UNITED STATES,3,NOT FINAL
B6,6462,2024-03-15 13:50:00,2024-03-15 13:50:00,A,LAX,LOS ANGELES,UNITED STATES,3,NOT FINAL
DL,7429,2024-03-15 13:50:00,2024-03-15 13:50:00,A,LAX,LOS ANGELES,UNITED STATES,3,NOT FINAL
LY,6,2024-03-15 13:50:00,2024-03-15 13:50:00,A,LAX,LOS ANGELES,UNITED STATES,3,NOT FINAL
LY,5102,2024-03-15 13:50:00,2024-03-15 13:50:00,A,WAW,WARSAW,POLAND,3,NOT FINAL
LY,2366,2024-03-15 13:55:00,2024-03-15 13:55:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
U8,109,2024-03-15 14:00:00,2024-03-15 14:00:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
6H,727,2024-03-15 14:00:00,2024-03-15 14:00:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
BZ,462,2024-03-15 14:05:00,2024-03-15 14:05:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
AM,7856,2024-03-15 14:10:00,2024-03-15 14:10:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
AR,7856,2024-03-15 14:10:00,2024-03-15 14:10:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
B6,6456,2024-03-15 14:10:00,2024-03-15 14:10:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
DL,7431,2024-03-15 14:10:00,2024-03-15 14:10:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
LY,8,2024-03-15 14:10:00,2024-03-15 14:10:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
LY,346,2024-03-15 14:10:00,2024-03-15 14:10:00,A,GVA,GENEVA,SWITZERLAND,3,NOT FINAL
EK,2346,2024-03-15 14:20:00,2024-03-15 14:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1126,2024-03-15 14:20:00,2024-03-15 14:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
AA,9258,2024-03-15 14:25:00,2024-03-15 14:25:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
LY,320,2024-03-15 14:25:00,2024-03-15 14:25:00,A,CDG,PARIS,FRANCE,3,NOT FINAL
AA,9266,2024-03-15 14:30:00,2024-03-15 14:30:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
AM,7859,2024-03-15 14:30:00,2024-03-15 14:30:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
AR,7872,2024-03-15 14:30:00,2024-03-15 14:30:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
AR,7876,2024-03-15 14:30:00,2024-03-15 14:30:00,A,FCO,ROME,ITALY,3,NOT FINAL
IB,2395,2024-03-15 14:30:00,2024-03-15 14:30:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
IZ,805,2024-03-15 14:30:00,2024-03-15 14:30:00,D,ETM,RAMON,ISRAEL,3,ON TIME
LY,386,2024-03-15 14:30:00,2024-03-15 14:30:00,A,FCO,ROME,ITALY,3,NOT FINAL
LY,396,2024-03-15 14:30:00,2024-03-15 14:30:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
TO,3452,2024-03-15 14:30:00,2024-03-15 14:30:00,A,ORY,PARIS,FRANCE,3,NOT FINAL
IZ,212,2024-03-15 14:40:00,2024-03-15 14:40:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
LY,312,2024-03-15 14:40:00,2024-03-15 14:40:00,A,LTN,LONDON LUTON,UNITED KINGDOM,3,NOT FINAL
LY,338,2024-03-15 14:40:00,2024-03-15 14:40:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
SK,3150,2024-03-15 14:40:00,2024-03-15 14:40:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
LY,382,2024-03-15 14:50:00,2024-03-15 14:50:00,A,MXP,MILAN,ITALY,3,NOT FINAL
LY,5208,2024-03-15 14:50:00,2024-03-15 14:50:00,A,BEG,BELGRADE,SERBIA,3,NOT FINAL
SK,3184,2024-03-15 14:50:00,2024-03-15 14:50:00,A,MXP,MILAN,ITALY,3,NOT FINAL
6H,292,2024-03-15 14:50:00,2024-03-15 14:50:00,A,INN,INNSBRUCK,AUSTRIA,3,NOT FINAL
LY,972,2024-03-15 15:00:00,2024-03-15 15:00:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
LY,2372,2024-03-15 15:05:00,2024-03-15 15:05:00,A,BER,BERLIN,GERMANY,3,NOT FINAL
SK,3154,2024-03-15 15:05:00,2024-03-15 15:05:00,A,BER,BERLIN,GERMANY,3,NOT FINAL
LY,2522,2024-03-15 15:10:00,2024-03-15 15:10:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
IZ,106,2024-03-15 15:30:00,2024-03-15 15:30:00,A,BEG,BELGRADE,SERBIA,3,NOT FINAL
LY,358,2024-03-15 15:30:00,2024-03-15 15:30:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
6H,44,2024-03-15 15:30:00,2024-03-15 15:30:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
LY,348,2024-03-15 15:35:00,2024-03-15 15:35:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
SK,3188,2024-03-15 15:35:00,2024-03-15 15:35:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
A4,5023,2024-03-15 15:40:00,2024-03-15 15:40:00,A,AER,SOCHI,RUSSIAN FEDERATION,3,NOT FINAL
DN,902,2024-03-15 15:40:00,2024-03-15 15:40:00,A,PSA,PISA,ITALY,3,NOT FINAL
TO,3453,2024-03-15 15:40:00,2024-03-15 15:40:00,D,ORY,PARIS,FRANCE,3,ON TIME
LX,252,2024-03-15 15:55:00,2024-03-15 15:55:00,A,ZRH,ZURICH,SWITZERLAND,3,NOT FINAL
6H,767,2024-03-15 16:00:00,2024-03-15 16:00:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
LH,680,2024-03-15 16:05:00,2024-03-15 16:05:00,A,MUC,MUNICH,GERMANY,3,NOT FINAL
SN,7171,2024-03-15 16:05:00,2024-03-15 16:05:00,A,MUC,MUNICH,GERMANY,3,NOT FINAL
UA,9471,2024-03-15 16:05:00,2024-03-15 16:05:00,A,MUC,MUNICH,GERMANY,3,NOT FINAL
IZ,806,2024-03-15 16:35:00,2024-03-15 16:35:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
A4,5024,2024-03-15 16:40:00,2024-03-15 16:40:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,ON TIME
A3,924,2024-03-15 17:00:00,2024-03-15 17:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
LX,253,2024-03-15 17:05:00,2024-03-15 17:05:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
IZ,216,2024-03-15 17:10:00,2024-03-15 17:10:00,A,SKG,THESSALONIKI,GREECE,3,NOT FINAL
LH,681,2024-03-15 17:10:00,2024-03-15 17:10:00,D,MUC,MUNICH,GERMANY,3,ON TIME
SN,7172,2024-03-15 17:10:00,2024-03-15 17:10:00,D,MUC,MUNICH,GERMANY,3,ON TIME
A3,925,2024-03-15 17:55:00,2024-03-15 17:55:00,D,ATH,ATHENS,GREECE,3,ON TIME
IZ,512,2024-03-15 23:00:00,2024-03-15 23:00:00,A,AMS,AMSTERDAM,NETHERLANDS,3,NOT FINAL
6H,352,2024-03-15 23:05:00,2024-03-15 23:05:00,A,VRN,VERONA,ITALY,3,NOT FINAL
6H,728,2024-03-15 23:05:00,2024-03-15 23:05:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
ET,404,2024-03-16 00:35:00,2024-03-16 00:35:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
LY,8804,2024-03-16 00:35:00,2024-03-16 00:35:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
6H,768,2024-03-16 00:45:00,2024-03-16 00:45:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
ET,405,2024-03-16 01:30:00,2024-03-16 01:30:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
LY,8807,2024-03-16 01:30:00,2024-03-16 01:30:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
A3,928,2024-03-16 03:00:00,2024-03-16 03:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
FB,1528,2024-03-16 03:00:00,2024-03-16 03:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
OS,859,2024-03-16 03:35:00,2024-03-16 03:35:00,A,VIE,VIENNA,AUSTRIA,3,NOT FINAL
LO,151,2024-03-16 03:45:00,2024-03-16 03:45:00,A,WAW,WARSAW,POLAND,3,NOT FINAL
LY,9256,2024-03-16 03:45:00,2024-03-16 03:45:00,A,WAW,WARSAW,POLAND,3,NOT FINAL
QS,1286,2024-03-16 04:35:00,2024-03-16 04:35:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
A3,929,2024-03-16 05:15:00,2024-03-16 05:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
FB,1529,2024-03-16 05:15:00,2024-03-16 05:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
JU,7623,2024-03-16 05:15:00,2024-03-16 05:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
LO,152,2024-03-16 05:20:00,2024-03-16 05:20:00,D,WAW,WARSAW,POLAND,3,ON TIME
LY,9255,2024-03-16 05:20:00,2024-03-16 05:20:00,D,WAW,WARSAW,POLAND,3,ON TIME
NH,5620,2024-03-16 05:20:00,2024-03-16 05:20:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
OS,860,2024-03-16 05:20:00,2024-03-16 05:20:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
QS,1287,2024-03-16 05:35:00,2024-03-16 05:35:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
IZ,413,2024-03-16 05:40:00,2024-03-16 05:40:00,D,BUS,BATUMI,GEORGIA,3,ON TIME
6H,141,2024-03-16 05:50:00,2024-03-16 05:50:00,D,GNB,GRENOBLE,FRANCE,3,ON TIME
6H,263,2024-03-16 06:30:00,2024-03-16 06:30:00,D,MUC,MUNICH,GERMANY,3,ON TIME
6H,357,2024-03-16 07:10:00,2024-03-16 07:10:00,D,VRN,VERONA,ITALY,3,ON TIME
IZ,551,2024-03-16 08:15:00,2024-03-16 08:15:00,D,RVN,ROVANIEMI,FINLAND,3,ON TIME
UA,84,2024-03-16 08:20:00,2024-03-16 08:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
IZ,775,2024-03-16 08:30:00,2024-03-16 08:30:00,D,GNB,GRENOBLE,FRANCE,3,ON TIME
EK,2369,2024-03-16 08:55:00,2024-03-16 08:55:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1549,2024-03-16 08:55:00,2024-03-16 08:55:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
EK,2370,2024-03-16 10:10:00,2024-03-16 10:10:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1550,2024-03-16 10:10:00,2024-03-16 10:10:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
EK,2450,2024-03-16 10:20:00,2024-03-16 10:20:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1081,2024-03-16 10:20:00,2024-03-16 10:20:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
UA,85,2024-03-16 10:30:00,2024-03-16 10:30:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
IZ,414,2024-03-16 11:30:00,2024-03-16 11:30:00,A,BUS,BATUMI,GEORGIA,3,NOT FINAL
EK,2451,2024-03-16 11:35:00,2024-03-16 11:35:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1082,2024-03-16 11:35:00,2024-03-16 11:35:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
EK,2363,2024-03-16 11:40:00,2024-03-16 11:40:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1211,2024-03-16 11:40:00,2024-03-16 11:40:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
6H,145,2024-03-16 11:50:00,2024-03-16 11:50:00,D,GNB,GRENOBLE,FRANCE,3,ON TIME
A3,926,2024-03-16 12:00:00,2024-03-16 12:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
BZ,701,2024-03-16 12:00:00,2024-03-16 12:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
IZ,1841,2024-03-16 12:00:00,2024-03-16 12:00:00,D,ETM,RAMON,ISRAEL,3,ON TIME
JU,7620,2024-03-16 12:00:00,2024-03-16 12:00:00,A,ATH,ATHENS,GREECE,3,NOT FINAL
WZ,15,2024-03-16 12:15:00,2024-03-16 12:15:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
IZ,161,2024-03-16 12:30:00,2024-03-16 12:30:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
EW,9974,2024-03-16 12:40:00,2024-03-16 12:40:00,A,DUS,DUSSELDORF,GERMANY,3,NOT FINAL
A3,927,2024-03-16 12:50:00,2024-03-16 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
EK,4978,2024-03-16 12:50:00,2024-03-16 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
FB,1514,2024-03-16 12:50:00,2024-03-16 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
JU,7621,2024-03-16 12:50:00,2024-03-16 12:50:00,D,ATH,ATHENS,GREECE,3,ON TIME
BZ,132,2024-03-16 12:55:00,2024-03-16 12:55:00,D,FCO,ROME,ITALY,3,ON TIME
EK,2364,2024-03-16 12:55:00,2024-03-16 12:55:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1212,2024-03-16 12:55:00,2024-03-16 12:55:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
EK,2345,2024-03-16 13:05:00,2024-03-16 13:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1125,2024-03-16 13:05:00,2024-03-16 13:05:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
ET,418,2024-03-16 13:35:00,2024-03-16 13:35:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
LY,8808,2024-03-16 13:35:00,2024-03-16 13:35:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,NOT FINAL
EW,9975,2024-03-16 13:40:00,2024-03-16 13:40:00,D,DUS,DUSSELDORF,GERMANY,3,ON TIME
WZ,16,2024-03-16 13:45:00,2024-03-16 13:45:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,ON TIME
CY,110,2024-03-16 14:00:00,2024-03-16 14:00:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
IZ,1842,2024-03-16 14:05:00,2024-03-16 14:05:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
EK,2346,2024-03-16 14:20:00,2024-03-16 14:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1126,2024-03-16 14:20:00,2024-03-16 14:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
ET,419,2024-03-16 14:35:00,2024-03-16 14:35:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
LY,8809,2024-03-16 14:35:00,2024-03-16 14:35:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,ON TIME
CY,111,2024-03-16 15:00:00,2024-03-16 15:00:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
IZ,827,2024-03-16 15:00:00,2024-03-16 15:00:00,D,ETM,RAMON,ISRAEL,3,ON TIME
6H,264,2024-03-16 15:25:00,2024-03-16 15:25:00,A,MUC,MUNICH,GERMANY,3,NOT FINAL
IZ,162,2024-03-16 15:30:00,2024-03-16 15:30:00,A,LCA,LARNACA,CYPRUS,3,NOT FINAL
AC,9020,2024-03-16 15:40:00,2024-03-16 15:40:00,A,FRA,FRANKFURT,GERMANY,3,NOT FINAL
